,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
54460,1673,31,0,18,0,78868,2,2,1,1.0,0.0,1,2015,10,7,1.0
26553,2014,30,0,27,2,60967,2,2,11,2.5454545454545454,486564.54545454547,2,2017,2,7,0.0
21396,1638,32,0,11,0,122837,3,3,16,4.0,3759614.375,4,2016,4,11,0.0
59629,1498,33,0,16,1,61046,1,4,1,1.0,0.0,1,2010,9,26,1.0
68291,399,33,1,1,0,34668,1,1,1,1.0,0.0,1,2015,11,17,1.0
8409,627,36,1,8,0,35219,2,2,5,1.6,493102.0,1,2015,10,14,0.0
12111,933,36,0,10,0,75765,3,3,14,2.7142857142857144,862338.5714285715,4,2016,11,7,0.0
50777,1813,33,0,9,0,49855,1,1,1,1.0,0.0,1,2015,11,21,1.0
20483,1560,37,1,26,0,44999,1,2,20,2.15,473029.5,2,2012,8,13,0.0
66278,2278,29,0,6,1,12886,1,1,1,1.0,0.0,1,2015,5,22,1.0
57467,1777,23,0,13,1,47060,1,1,1,1.0,0.0,1,2015,8,30,1.0
7866,584,29,0,0,1,51593,2,3,3,1.0,195210.0,1,2012,10,1,0.0
35990,2660,28,1,4,2,48747,1,3,24,2.75,924310.4166666666,2,2010,9,15,0.0
59293,920,30,1,17,2,19886,1,1,1,1.0,0.0,1,2015,9,17,1.0
32675,2467,29,0,0,1,63182,3,3,5,1.0,0.0,1,2017,1,31,0.0
50191,973,28,1,11,1,20190,1,1,1,1.0,0.0,1,2015,9,22,1.0
19557,1481,36,0,11,0,16688,1,1,4,1.0,98712.5,1,2016,1,6,0.0
17832,1330,45,0,22,1,116163,1,4,11,1.8181818181818181,1134248.1818181819,1,2014,7,11,0.0
16143,1216,30,1,0,0,37992,1,1,6,2.0,302746.6666666667,1,2016,8,13,0.0
67489,2526,23,1,26,1,26898,1,1,1,1.0,0.0,1,2015,11,3,1.0
16507,1238,27,1,3,1,106983,2,4,24,2.875,2381627.0833333335,4,2012,11,26,0.0
44522,288,32,0,22,1,13412,1,1,1,1.0,0.0,1,2015,11,28,1.0
37848,2788,30,1,19,2,70254,2,2,7,2.2857142857142856,328320.0,2,2017,6,8,0.0
27928,2121,26,0,14,2,31743,1,1,5,1.0,130812.0,1,2015,11,18,0.0
16898,1263,38,1,7,0,62041,2,2,13,3.076923076923077,2274017.6923076925,3,2016,12,12,0.0
44274,2132,27,0,15,1,66311,1,1,1,1.0,0.0,1,2015,10,20,1.0
74197,922,31,1,22,0,20190,1,1,1,1.0,0.0,1,2015,7,14,1.0
50429,1106,43,0,4,2,59849,2,2,1,1.0,0.0,1,2015,10,10,1.0
44983,1247,41,0,5,2,59172,1,1,1,1.0,0.0,1,2015,8,7,1.0
40675,1498,29,0,17,1,39568,2,2,1,1.0,0.0,1,2015,11,11,1.0
52097,1641,32,0,14,1,36826,1,1,1,1.0,0.0,1,2015,5,19,1.0
6754,532,36,1,18,1,61243,1,1,15,2.0,345452.6666666667,3,2016,10,25,0.0
61156,1960,37,1,4,0,39861,1,1,1,1.0,0.0,1,2015,6,19,1.0
52346,1749,31,0,19,1,22740,1,1,1,1.0,0.0,1,2015,7,18,1.0
21743,1657,38,1,1,1,100892,1,4,24,2.0,891839.1666666666,2,2012,9,6,0.0
72354,853,31,0,18,1,19529,1,1,1,1.0,0.0,1,2015,10,15,1.0
34959,2585,26,1,23,1,24676,2,2,5,1.0,0.0,1,2017,5,17,0.0
53593,488,35,0,9,1,23108,1,1,1,1.0,0.0,1,2015,7,22,1.0
59946,228,26,1,1,1,34014,1,1,1,1.0,0.0,1,2015,9,13,1.0
6198,482,43,1,1,0,56611,1,2,21,2.2857142857142856,552093.3333333334,2,2012,7,23,0.0
13617,1049,28,1,18,2,37278,1,1,18,2.3333333333333335,546005.0,1,2015,5,9,0.0
73436,708,30,1,6,2,26146,1,1,1,1.0,0.0,1,2015,10,8,1.0
52645,2049,39,0,12,1,71506,2,2,1,1.0,0.0,1,2015,11,15,1.0
49325,1938,38,0,18,1,38733,2,2,1,1.0,0.0,1,2015,6,23,1.0
51361,1195,28,0,11,1,12625,1,1,1,1.0,0.0,1,2015,6,13,1.0
57846,205,40,1,21,1,57709,2,2,1,1.0,0.0,1,2015,9,13,1.0
28304,2159,35,0,21,0,42813,1,1,7,1.4285714285714286,193335.7142857143,1,2015,7,3,0.0
3456,276,29,0,15,0,107495,3,3,6,1.5,160946.66666666666,2,2017,6,30,0.0
33630,2522,36,0,4,0,90057,2,5,24,2.75,3972127.5,4,2010,4,1,0.0
2127,150,39,1,8,1,29013,1,3,24,3.0,1011395.0,3,2013,4,22,0.0
18404,1374,32,1,24,0,88121,1,2,24,3.25,970738.3333333334,1,2015,6,9,0.0
56187,918,41,0,22,0,15026,1,1,1,1.0,0.0,1,2015,9,25,1.0
12587,961,42,0,18,2,35996,1,1,2,1.0,0.0,1,2015,12,14,0.0
37417,2753,39,0,2,0,144726,1,5,24,2.75,2565960.0,2,2010,7,8,0.0
6603,516,26,0,21,1,41099,1,1,18,1.6666666666666667,313798.8888888889,1,2016,7,4,0.0
6650,521,35,1,19,1,27882,1,1,9,3.0,554133.3333333334,3,2017,4,6,0.0
29356,2214,33,1,12,1,90020,2,2,6,1.5,193291.66666666666,2,2017,7,11,0.0
60997,1753,38,0,12,1,60530,1,1,1,1.0,0.0,1,2015,9,28,1.0
67307,481,38,1,6,0,34940,1,1,1,1.0,0.0,1,2015,10,18,1.0
70025,200,28,1,5,2,49464,1,1,1,1.0,0.0,1,2016,9,21,1.0
58819,2004,31,0,11,1,51138,1,1,1,1.0,0.0,1,2015,7,30,1.0
52212,539,34,1,11,1,49540,1,1,1,1.0,0.0,1,2015,6,25,1.0
36710,2714,41,1,22,1,83969,2,3,24,2.75,901877.0833333334,4,2012,10,4,0.0
46442,1343,35,1,15,0,20475,1,1,1,1.0,0.0,1,2015,7,15,1.0
67985,2201,35,1,9,1,41797,1,1,1,1.0,0.0,1,2015,8,7,1.0
47817,904,31,1,21,0,20051,1,1,1,1.0,0.0,1,2015,8,14,1.0
4671,376,38,1,24,2,88715,2,2,5,2.2,450196.0,3,2017,8,7,0.0
62597,1865,28,0,18,0,27150,1,1,1,1.0,0.0,1,2015,9,3,1.0
8259,615,33,1,15,2,54056,1,2,14,2.7142857142857144,540279.2857142857,1,2015,5,21,0.0
26277,1994,37,1,1,0,46345,3,3,6,1.0,0.0,1,2017,7,10,0.0
7033,548,31,0,12,2,55239,3,3,5,1.0,0.0,1,2017,8,16,0.0
1840,117,47,0,0,0,144978,1,5,24,2.5,1673030.0,2,2013,1,28,0.0
64285,1704,29,1,14,0,66091,1,1,1,1.0,0.0,1,2015,7,19,1.0
515,51,33,1,5,1,131347,4,4,10,1.6,319001.0,2,2014,5,22,0.0
40560,850,37,0,21,1,35815,1,1,1,1.0,-40154.33159393641,1,2015,8,23,1.0
36549,2696,37,0,15,0,99907,2,4,7,1.0,379618.5714285714,1,2013,8,8,0.0
61454,1633,30,1,13,0,66088,1,1,1,1.0,0.0,1,2015,6,18,1.0
49767,1147,42,0,4,2,59944,2,2,1,1.0,0.0,1,2015,10,12,1.0
62575,928,30,0,23,0,20256,1,1,1,1.0,0.0,1,2015,7,15,1.0
59954,2547,31,1,24,0,26681,1,1,1,1.0,0.0,1,2015,10,3,1.0
37693,2771,40,1,3,1,91456,2,4,24,2.0,816542.5,1,2012,8,29,0.0
39086,1992,40,1,7,1,12568,1,1,1,1.0,0.0,1,2015,11,9,1.0
6272,486,38,0,1,1,31674,1,2,24,1.875,428748.75,2,2013,10,31,0.0
57605,1543,28,0,9,0,43962,2,2,1,1.0,0.0,1,2015,11,16,1.0
22798,1722,42,1,19,2,76806,1,3,20,1.45,324631.5,1,2012,7,30,0.0
5035,400,34,1,10,1,65729,2,2,15,2.8,649879.3333333334,2,2016,10,8,0.0
52090,1302,34,0,20,0,20609,1,1,1,1.0,0.0,1,2015,7,18,1.0
67379,1556,26,0,11,1,44708,1,1,1,1.0,0.0,1,2015,8,7,1.0
53338,1122,34,0,13,1,99743,2,2,1,1.0,0.0,1,2014,4,15,1.0
4579,371,46,0,12,0,49113,1,1,24,2.875,508578.3333333333,4,2015,7,20,0.0
57497,2538,45,0,16,2,95093,2,2,1,1.0,0.0,1,2015,8,15,1.0
70194,1230,26,0,8,0,26971,1,1,1,1.0,0.0,1,2016,7,14,1.0
607,54,35,1,21,0,127826,4,5,18,2.2222222222222223,1879071.6666666667,1,2016,7,11,0.0
8483,638,37,1,7,2,137911,2,4,24,3.125,2283012.9166666665,2,2010,7,13,0.0
71169,410,21,0,2,0,25658,1,1,1,1.0,0.0,1,2015,9,16,1.0
33119,2492,36,0,20,2,59644,1,2,18,2.8333333333333335,858753.3333333334,3,2014,11,18,0.0
30572,2289,46,0,11,1,51339,1,2,24,2.0,483824.5833333333,2,2015,1,12,0.0
11228,869,37,1,27,1,28575,1,1,7,1.0,69637.14285714286,1,2015,12,8,0.0
41689,1052,29,0,18,0,64250,2,2,1,1.0,0.0,1,2015,3,12,1.0
1234,78,36,1,13,1,105946,2,4,24,2.625,1813812.9166666667,2,2015,9,16,0.0
25567,1927,42,1,12,1,32043,1,3,10,1.3,270958.0,1,2014,12,11,0.0
2693,203,33,0,23,2,84713,3,3,17,1.3529411764705883,165672.9411764706,1,2016,7,4,0.0
10566,805,24,1,7,0,17676,1,1,7,1.4285714285714286,220357.14285714287,1,2016,1,13,0.0
42569,1940,35,0,3,0,44148,2,2,1,1.0,0.0,1,2015,11,6,1.0
13645,1050,30,0,20,0,31915,1,1,24,2.7083333333333335,620817.0833333334,3,2015,1,7,0.0
62724,1653,41,0,25,1,51390,1,1,1,1.0,0.0,1,2015,5,26,1.0
37594,2766,35,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
50667,2099,36,0,2,0,39796,1,1,1,1.0,0.0,1,2015,6,13,1.0
23322,1760,31,1,23,0,30996,1,1,8,1.0,54933.75,1,2015,12,2,0.0
25901,1957,37,0,13,1,25678,1,2,24,2.5,558145.8333333334,3,2012,9,6,0.0
37847,2788,30,1,19,2,70254,2,2,7,2.2857142857142856,328320.0,2,2017,6,8,0.0
49626,1306,34,1,8,1,55645,2,2,1,1.0,0.0,1,2016,4,4,1.0
49361,444,40,1,4,0,35058,1,1,1,1.0,0.0,1,2015,10,21,1.0
65616,2694,38,0,8,1,49714,1,1,1,1.0,0.0,1,2015,10,16,1.0
18605,1399,36,0,7,2,48576,2,2,6,1.5,220120.0,2,2017,7,17,0.0
2684,203,33,0,23,2,84713,3,3,17,1.3529411764705883,165672.9411764706,1,2016,7,4,0.0
73909,2048,36,0,2,1,44135,2,2,1,1.0,0.0,1,2015,11,4,1.0
70164,1166,42,0,4,2,59989,2,2,1,1.0,0.0,1,2015,10,13,1.0
35795,2642,29,1,27,1,19447,1,1,6,2.5,705928.3333333334,1,2015,9,14,0.0
63924,2407,37,0,20,1,47505,1,1,1,1.0,0.0,1,2016,6,16,1.0
24399,1849,33,1,25,2,53062,1,2,20,2.5,710426.5,1,2015,1,22,0.0
55699,1330,29,0,8,1,11168,1,1,1,1.0,0.0,1,2015,8,20,1.0
37579,2766,35,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
13077,1011,30,1,3,2,76776,2,2,4,1.0,138787.5,1,2017,7,11,0.0
39562,2334,35,1,6,1,55716,2,2,1,1.0,0.0,1,2015,8,6,1.0
13165,1027,25,0,10,0,27607,1,1,1,1.0,0.0,1,2016,8,5,1.0
44335,1972,29,0,23,1,28740,1,1,1,1.0,0.0,1,2016,2,12,1.0
44392,2031,30,1,24,0,43950,1,1,1,1.0,0.0,1,2015,6,27,1.0
1056,68,30,1,21,1,79288,1,3,24,3.25,1137909.1666666667,3,2012,10,18,0.0
74182,2311,31,0,9,0,21782,1,1,1,1.0,0.0,1,2015,5,18,1.0
4397,358,40,0,18,2,117830,3,3,14,1.8571428571428572,369652.14285714284,1,2016,10,29,0.0
71168,1397,31,0,8,1,11173,1,1,1,1.0,0.0,1,2015,9,20,1.0
4071,333,44,0,25,0,45796,1,1,5,1.6,259392.0,1,2015,9,19,0.0
64822,956,28,0,15,1,77652,2,2,1,1.0,0.0,1,2015,10,11,1.0
44933,1975,31,0,20,0,60898,1,4,1,1.0,0.0,1,2011,9,27,1.0
52613,1100,29,1,5,1,25956,1,1,1,1.0,0.0,1,2015,7,20,1.0
12894,991,31,1,15,0,61823,2,2,12,3.5,1348925.8333333333,3,2017,1,4,0.0
33966,2543,29,1,12,1,59662,1,3,24,3.375,1411753.3333333333,4,2015,6,10,0.0
20833,1588,40,1,24,0,84516,1,2,24,3.125,814994.1666666666,3,2012,9,20,0.0
8012,600,28,1,11,0,115293,3,3,7,1.4285714285714286,269111.4285714286,1,2016,10,13,0.0
34973,2589,33,0,15,2,52222,1,1,9,1.6666666666666667,224211.11111111112,1,2016,6,6,0.0
58640,1695,29,0,19,0,61563,1,4,1,1.0,0.0,1,2010,8,26,1.0
40967,332,21,0,1,0,25412,1,1,1,1.0,0.0,1,2015,9,17,1.0
54863,1149,32,1,21,1,69772,1,1,1,1.0,0.0,1,2015,9,11,1.0
17648,1316,34,0,20,0,68885,2,2,24,3.625,1576414.5833333333,3,2015,10,23,0.0
52178,2185,27,0,23,0,27914,1,1,1,1.0,0.0,1,2016,3,7,1.0
62766,2217,33,0,9,1,80565,2,2,1,1.0,0.0,1,2016,2,6,1.0
46308,1804,38,0,8,1,39963,2,2,1,1.0,0.0,1,2015,6,27,1.0
45652,2375,36,0,8,1,22770,1,1,1,1.0,0.0,1,2015,9,16,1.0
24871,1874,37,1,18,0,55601,2,2,24,2.5,727288.3333333334,3,2015,5,9,0.0
68497,1157,30,0,21,1,20523,1,1,1,1.0,0.0,1,2016,7,22,1.0
67709,1734,28,0,14,0,17361,1,1,1,1.0,0.0,1,2015,8,6,1.0
52888,983,28,1,11,1,20059,1,1,1,1.0,0.0,1,2015,9,21,1.0
1224,78,35,1,13,1,105946,2,4,24,2.625,1813812.9166666667,2,2015,9,16,0.0
60461,1374,30,1,20,1,69962,1,1,1,1.0,0.0,1,2015,9,10,1.0
30171,2259,41,1,23,2,89192,1,3,24,2.125,561175.8333333334,2,2014,2,10,0.0
71327,1532,28,0,6,0,26023,1,1,1,1.0,0.0,1,2016,6,27,1.0
23282,1756,41,0,4,0,51016,2,3,22,2.090909090909091,507514.0909090909,1,2014,11,13,0.0
8281,617,21,0,9,1,21673,1,1,7,2.7142857142857144,846148.5714285715,4,2017,5,31,0.0
37656,2771,39,1,3,1,91456,2,4,24,2.0,816542.5,1,2012,8,29,0.0
67343,2146,31,0,12,0,22067,1,1,1,1.0,0.0,1,2015,5,18,1.0
74308,1530,28,0,16,1,20994,1,1,1,1.0,0.0,1,2016,6,24,1.0
31387,2371,43,0,21,0,35133,1,2,19,2.736842105263158,696522.6315789474,1,2013,1,28,0.0
6652,521,35,1,19,1,27882,1,1,9,3.0,554133.3333333334,3,2017,4,6,0.0
3540,287,30,0,26,1,13605,1,1,4,1.0,0.0,1,2017,5,22,0.0
68040,1457,38,0,18,1,50907,1,1,1,1.0,0.0,1,2015,7,27,1.0
56512,1138,28,1,11,2,26289,1,1,1,1.0,0.0,1,2015,10,7,1.0
8604,646,33,1,2,0,71776,3,3,3,1.0,100383.33333333333,1,2017,10,12,0.0
37601,2766,36,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
69610,683,38,1,17,1,34845,1,1,1,1.0,0.0,1,2015,6,28,1.0
59344,500,29,0,23,0,20971,1,1,1,1.0,0.0,1,2015,9,25,1.0
22070,1670,33,0,0,0,24875,1,1,24,2.5,447258.3333333333,2,2015,3,7,0.0
75354,1959,37,1,18,1,51446,1,1,1,1.0,0.0,1,2015,7,17,1.0
27758,2110,36,1,10,1,131847,5,5,24,1.375,841131.25,1,2013,1,21,0.0
36544,2696,37,0,15,0,99907,2,4,7,1.0,379618.5714285714,1,2013,8,8,0.0
13259,1031,45,1,26,0,68434,2,3,24,3.0,1030992.5,2,2011,11,7,0.0
62759,181,37,1,7,1,34433,1,1,1,1.0,0.0,1,2015,5,20,1.0
32034,2410,37,1,12,1,113256,4,4,4,1.0,0.0,1,2016,8,17,0.0
54099,2088,29,0,15,1,72212,2,2,1,1.0,0.0,1,2015,10,30,1.0
23764,1805,39,1,10,1,59636,3,3,7,1.8571428571428572,369948.5714285714,1,2017,5,29,0.0
7966,593,38,1,15,1,86336,3,3,9,2.4444444444444446,448386.6666666667,1,2017,2,27,0.0
16187,1222,33,0,12,2,87845,2,2,18,2.3333333333333335,514635.55555555556,3,2016,7,13,0.0
38460,1167,28,0,11,1,12637,1,1,1,1.0,0.0,1,2015,7,13,1.0
46704,1464,25,1,12,1,44490,1,1,1,1.0,0.0,1,2015,9,11,1.0
4916,391,37,1,14,0,133783,1,3,24,2.5,728498.75,3,2013,1,14,0.0
50085,2410,35,0,19,0,58975,1,1,1,1.0,0.0,1,2015,6,23,1.0
64682,1093,30,0,19,0,64976,1,2,1,1.0,0.0,1,2015,2,13,1.0
3788,308,32,1,24,2,188418,2,5,24,2.625,2417687.0833333335,2,2011,8,15,0.0
16197,1224,33,1,20,2,78442,3,3,6,2.1666666666666665,726416.6666666666,3,2016,9,3,0.0
15413,1173,39,1,14,2,26301,1,1,18,2.3333333333333335,365778.3333333333,1,2013,5,6,0.0
32378,2440,35,1,28,2,51769,2,2,4,1.75,208610.0,2,2017,9,7,0.0
11488,888,31,1,0,0,51539,1,1,24,3.5,874034.5833333334,4,2015,6,16,0.0
55158,2696,37,0,23,0,59535,1,1,1,1.0,0.0,1,2015,8,28,1.0
20925,1595,29,1,14,0,27572,1,1,8,2.25,284110.0,3,2015,8,4,0.0
58125,2105,35,0,8,0,56021,2,2,1,1.0,0.0,1,2015,7,3,1.0
17115,1274,52,1,6,2,133706,1,3,24,3.375,2124457.0833333335,2,2015,6,8,0.0
60105,1675,34,0,12,1,90678,2,2,1,1.0,0.0,1,2015,3,10,1.0
6108,466,23,0,15,1,64179,2,2,3,1.0,0.0,1,2016,12,19,0.0
13425,1038,31,1,23,0,21543,3,3,4,1.0,51037.5,1,2016,11,11,0.0
37124,2731,43,0,14,2,27828,1,2,20,2.2,417664.0,1,2015,5,7,0.0
43982,2318,34,0,8,1,46871,1,1,1,1.0,0.0,1,2015,9,21,1.0
20924,1595,29,1,14,0,27572,1,1,8,2.25,284110.0,3,2015,8,4,0.0
18543,1386,27,0,18,2,25458,1,1,9,1.3333333333333333,129388.88888888889,1,2016,6,25,0.0
69077,2470,28,0,23,0,17435,1,1,1,1.0,0.0,1,2015,6,4,1.0
51633,510,33,1,8,0,45457,1,1,1,1.0,0.0,1,2015,9,10,1.0
66581,1632,42,1,10,1,59539,1,1,1,1.0,0.0,1,2015,9,14,1.0
45738,663,31,1,23,0,20667,1,1,1,1.0,0.0,1,2015,8,17,1.0
4873,391,35,1,14,0,133783,1,3,24,2.5,728498.75,3,2013,1,14,0.0
17078,1271,38,0,3,1,108122,5,5,24,2.0,1442923.3333333333,2,2015,8,31,0.0
46993,2556,28,0,23,0,17240,1,1,1,1.0,0.0,1,2015,6,12,1.0
70832,2294,33,0,9,1,50712,1,1,1,1.0,0.0,1,2015,9,25,1.0
48687,2395,37,0,6,1,75309,2,2,1,1.0,0.0,1,2016,7,3,1.0
57395,1537,40,1,19,0,20735,2,2,1,1.0,0.0,1,2015,7,9,1.0
12946,997,27,1,5,1,40654,2,2,7,1.8571428571428572,276210.0,1,2014,10,21,0.0
18080,1349,33,1,23,1,67126,1,3,13,1.6923076923076923,375170.0,1,2014,8,19,0.0
45372,511,38,0,4,0,35211,1,1,1,1.0,-5559.783766612891,1,2015,11,20,1.0
3847,319,30,1,19,2,51819,3,3,3,1.0,0.0,1,2017,1,2,0.0
1790,117,45,0,0,0,144978,1,5,24,2.5,1673030.0,2,2013,1,28,0.0
64656,2254,23,0,24,1,26938,1,1,1,1.0,0.0,1,2016,11,3,1.0
70765,2227,33,0,9,1,50812,1,1,1,1.0,0.0,1,2015,8,26,1.0
25493,1918,31,0,13,1,73070,1,3,24,3.2916666666666665,1073208.75,4,2014,8,14,0.0
61681,2422,37,0,12,1,47076,1,1,1,1.0,0.0,1,2015,8,18,1.0
67562,2318,24,0,25,1,27472,1,1,1,1.0,0.0,1,2016,7,5,1.0
1742,115,46,1,0,0,31752,1,3,24,2.125,528122.5,2,2012,7,23,0.0
9230,704,28,1,27,0,62931,1,2,24,2.375,551418.75,3,2015,5,25,0.0
12278,945,38,0,22,2,83025,2,3,24,3.0,1080990.8333333333,2,2012,5,29,0.0
25909,1957,38,0,13,1,25678,1,2,24,2.5,558145.8333333334,3,2012,9,6,0.0
17264,1283,27,0,26,1,50693,2,2,17,1.5294117647058822,373997.0588235294,1,2016,7,30,0.0
30631,2299,40,0,24,1,129924,1,4,24,1.875,958082.0833333334,2,2012,11,19,0.0
48942,1551,29,1,9,0,43865,2,2,1,1.0,0.0,1,2015,11,15,1.0
21708,1655,33,0,2,0,43252,1,2,24,2.625,684645.0,3,2012,8,6,0.0
42186,2331,33,0,9,2,41689,1,1,1,1.0,0.0,1,2015,10,9,1.0
52686,2427,34,0,6,1,56504,1,1,1,1.0,0.0,1,2015,8,15,1.0
42818,1749,39,0,1,0,42597,1,1,1,1.0,0.0,1,2015,5,8,1.0
53533,2070,30,0,6,1,12457,1,1,1,1.0,0.0,1,2015,6,23,1.0
11361,879,38,1,27,1,55443,1,2,7,1.4285714285714286,369502.85714285716,1,2015,7,3,0.0
11394,882,30,1,4,1,94945,2,4,21,1.0,64438.57142857143,1,2010,10,12,0.0
31272,2365,42,0,4,1,99669,1,4,24,3.125,2474194.5833333335,2,2012,8,7,0.0
31898,2406,32,0,9,1,31097,1,1,7,1.0,33260.0,1,2016,2,17,0.0
37457,2754,28,1,25,2,62462,1,1,19,2.1052631578947367,301890.5263157895,2,2016,6,8,0.0
18658,1405,32,1,3,0,119870,3,3,18,2.0,431036.1111111111,4,2016,7,7,0.0
13252,1031,45,1,26,0,68434,2,3,24,3.0,1030992.5,2,2011,11,7,0.0
57035,2386,32,0,12,1,41787,1,1,1,1.0,0.0,1,2015,9,10,1.0
75424,2052,30,0,6,1,12422,1,1,1,1.0,0.0,1,2015,6,23,1.0
64408,1234,33,0,10,1,50415,2,2,1,1.0,0.0,1,2015,10,29,1.0
9367,714,34,1,4,2,81352,3,3,12,1.25,254175.0,1,2016,11,8,0.0
59315,1896,36,0,11,0,56799,2,2,1,1.0,0.0,1,2015,10,8,1.0
25109,1882,33,1,8,0,52471,3,3,8,1.75,556728.75,2,2016,11,18,0.0
45626,2611,29,0,18,0,41141,1,1,1,1.0,0.0,1,2015,9,27,1.0
10082,767,39,0,11,1,85693,1,3,11,1.2727272727272727,352744.54545454547,1,2014,5,23,0.0
25930,1957,38,0,13,1,25678,1,2,24,2.5,558145.8333333334,3,2012,9,6,0.0
13988,1072,27,1,7,2,55648,1,1,22,2.3636363636363638,386105.0,1,2013,11,21,0.0
493,49,21,1,12,1,53039,1,2,13,1.2307692307692308,138369.23076923078,1,2015,5,25,0.0
23754,1803,34,1,22,2,52914,1,1,7,1.0,-197932.85714285713,1,2015,5,9,0.0
35373,2615,30,1,21,2,98935,1,4,24,2.875,1786832.9166666667,3,2012,9,24,0.0
67864,2325,34,0,11,1,39636,2,2,1,1.0,0.0,1,2015,10,25,1.0
54127,1679,36,1,5,0,30033,1,1,1,1.0,0.0,1,2015,6,18,1.0
8962,693,46,1,5,2,123729,2,4,24,2.375,1446162.0833333333,2,2012,7,26,0.0
56549,264,31,0,23,0,21306,1,1,1,1.0,0.0,1,2015,9,22,1.0
1776,117,45,0,0,0,144978,1,5,24,2.5,1673030.0,2,2013,1,28,0.0
1486,98,25,1,7,1,63774,2,3,17,3.0,1259731.7647058824,2,2016,8,15,0.0
54908,1602,33,0,6,0,44155,2,2,1,1.0,0.0,1,2015,9,14,1.0
1926,131,38,0,10,0,79086,2,3,11,1.2727272727272727,238214.54545454544,1,2010,10,21,0.0
39729,2055,34,1,8,1,55863,2,2,1,1.0,0.0,1,2016,6,3,1.0
21162,1612,35,1,19,1,69697,2,2,24,2.25,526712.9166666666,1,2015,10,14,0.0
20326,1549,34,0,13,0,95945,1,3,24,2.75,902513.75,3,2012,8,30,0.0
9676,734,35,0,14,2,88414,3,3,15,1.8,397222.6666666667,1,2016,10,24,0.0
63663,1637,35,1,13,0,43808,1,1,1,1.0,0.0,1,2015,6,18,1.0
4686,377,33,1,24,1,121332,1,3,24,2.5,792387.0833333334,2,2012,10,11,0.0
70790,1495,42,1,8,1,59536,1,1,1,1.0,0.0,1,2015,9,12,1.0
58546,197,28,1,5,2,49465,1,1,1,1.0,0.0,1,2016,9,21,1.0
68811,1160,39,1,16,1,105223,2,3,1,1.0,0.0,1,2013,6,18,1.0
75207,2553,36,0,6,1,76479,2,2,1,1.0,0.0,1,2016,6,2,1.0
69244,1384,36,1,24,1,69876,2,2,1,1.0,0.0,1,2015,9,25,1.0
30011,2255,40,1,17,1,133489,3,4,24,2.625,1516587.0833333333,3,2010,11,6,0.0
35169,2597,33,0,22,2,85254,1,2,24,2.5,582724.1666666666,3,2013,8,14,0.0
46974,2190,32,1,10,0,49645,1,1,1,1.0,0.0,1,2015,12,15,1.0
8109,605,35,1,1,0,95352,1,3,24,2.75,985432.5,2,2012,10,15,0.0
48989,956,29,1,15,2,19957,1,1,1,1.0,0.0,1,2015,9,19,1.0
27074,2056,30,1,15,1,100412,3,3,6,1.0,130290.0,1,2017,5,29,0.0
1439,97,40,0,11,2,80771,3,3,3,1.0,116666.66666666667,1,2017,10,3,0.0
8271,615,34,1,15,2,54056,1,2,14,2.7142857142857144,540279.2857142857,1,2015,5,21,0.0
29136,2199,26,1,24,2,93170,3,3,10,3.6,1075223.0,3,2017,2,27,0.0
2225,164,36,0,18,1,106171,1,4,18,1.5,577513.8888888889,1,2016,6,17,0.0
45974,488,26,0,12,2,77089,2,2,1,1.0,0.0,1,2015,8,14,1.0
71342,2658,30,1,26,0,26718,1,1,1,1.0,0.0,1,2015,10,3,1.0
42796,1603,29,1,6,0,25890,1,1,1,1.0,0.0,1,2015,6,29,1.0
2165,154,30,1,13,0,47211,1,1,4,1.0,0.0,1,2017,7,3,0.0
687,56,36,0,10,2,80223,1,1,24,2.875,488477.9166666667,4,2015,7,20,0.0
5196,407,40,0,4,0,58207,1,2,24,3.0,678783.3333333334,3,2013,5,17,0.0
43987,1803,34,0,19,1,37202,1,1,1,1.0,0.0,1,2015,5,19,1.0
70435,1015,30,1,4,1,25971,1,1,1,1.0,0.0,1,2015,8,19,1.0
56890,1763,30,0,17,0,44075,1,1,1,1.0,0.0,1,2015,8,24,1.0
10498,796,32,1,18,2,50434,2,2,10,2.5,535397.0,1,2012,11,8,0.0
57139,1888,35,0,11,0,43211,1,1,1,1.0,0.0,1,2015,6,17,1.0
968,65,30,0,26,0,69539,2,2,18,2.5,651032.2222222222,2,2015,7,31,0.0
55770,1288,41,0,6,2,60272,2,2,1,1.0,0.0,1,2015,10,18,1.0
38006,2035,33,0,14,1,58242,1,1,1,1.0,0.0,1,2015,3,16,1.0
36165,2670,31,0,16,0,38326,1,1,24,2.75,475742.5,3,2015,12,12,0.0
56562,261,45,0,12,1,58787,1,1,1,1.0,0.0,1,2015,10,18,1.0
47243,1933,33,0,22,1,72277,2,2,1,1.0,0.0,1,2015,10,28,1.0
54677,1056,32,0,14,0,20843,1,1,1,1.0,111312.15885054767,1,2015,9,12,1.0
25254,1893,38,1,18,0,132819,5,5,14,1.2142857142857142,119690.71428571429,1,2014,1,20,0.0
